time,open,high,low,close,MA,MA
2016-08-02T00:00:00Z,10.98,11.198,9.9,10.165,NaN,12.112797192142521
2016-08-10T00:00:00Z,11.99,12.33,11.803,11.92,NaN,12.094435554795615
2016-08-11T00:00:00Z,11.93,12.1,11.569,11.71,NaN,12.05782264481508
2016-08-12T00:00:00Z,11.71,11.99,11.565,11.69,NaN,12.022791916737452
2016-08-13T00:00:00Z,11.69,11.76,11.4,11.49,NaN,11.972049829429123
2016-08-14T00:00:00Z,11.49,11.67,11.003,11.16,NaN,11.894711750435873
2016-08-15T00:00:00Z,11.092,11.28,10.883,11.13,NaN,11.82188205991817
2016-08-16T00:00:00Z,11.13,11.17,10.832,11.022,NaN,11.74570281611644
2016-08-17T00:00:00Z,11.07,11.07,10.65,10.708,NaN,11.646873976486303
2016-08-18T00:00:00Z,10.704,10.97,10.657,10.69,NaN,11.555743121582845
2016-08-19T00:00:00Z,10.69,10.76,10.61,10.68,NaN,11.472339014765431
2016-08-20T00:00:00Z,10.68,11.301,10.68,11.236,11.83856,11.449830537168724
2016-08-21T00:00:00Z,11.236,11.252,10.926,11.135,11.810969411764706,11.419846676485989
2016-08-22T00:00:00Z,11.199,11.358,11.004,11.087,11.7825784544406,11.388146993011132
2016-08-23T00:00:00Z,11.145,11.28,10.896,11.022,11.752751848384106,11.353275850819596
2016-08-24T00:00:00Z,11.022,11.195,10.961,11.055,11.725389030800416,11.324868626932016
2016-08-25T00:00:00Z,11.059,11.392,10.972,11.301,11.708746323710203,11.322595424367062
2016-08-26T00:00:00Z,11.304,11.42,11.134,11.217,11.68946215415294,11.312538717284484
2016-08-27T00:00:00Z,11.259,11.259,11.113,11.113,11.66685579516655,11.293535029924056
2016-08-28T00:00:00Z,11.156,11.156,10.922,10.932,11.638037920846292,11.259103122312242
2016-08-29T00:00:00Z,10.932,11.181,10.781,10.962,11.611526629832712,11.230807586853933
2016-08-30T00:00:00Z,11.033,11.389,10.935,11.29,11.598917742388291,11.236444959534511
2016-08-31T00:00:00Z,11.28,11.678,11.17,11.663,11.601430772098555,11.277069249102652
2016-09-01T00:00:00Z,11.605,12.598,11.605,12.067,11.619688388879004,11.352300749188114
2016-09-02T00:00:00Z,12,12.38,11.912,12.298,11.646288844217082,11.442367344503532
2016-09-03T00:00:00Z,12.25,12.427,11.645,11.94,11.657806928757589,11.48976093074129
2016-09-04T00:00:00Z,11.974,12.03,11.6,11.737,11.660912539394547,11.51330750876593
2016-09-05T00:00:00Z,11.725,11.92,11.65,11.812,11.666837537849663,11.541754412692985
2016-09-06T00:00:00Z,11.882,11.919,11.452,11.773,11.67100077165948,11.56377780196032
2016-09-07T00:00:00Z,11.721,11.82,11.6,11.611,11.668647800221853,11.568275154154575
2016-09-08T00:00:00Z,11.612,11.964,11.264,11.492,11.66172043550727,11.561010853758901
2016-09-09T00:00:00Z,11.477,11.9,11.458,11.72,11.664005908624633,11.576152677210434
2016-09-10T00:00:00Z,11.72,12.298,11.58,12.263,11.687495872992294,11.641566707952297
2016-09-11T00:00:00Z,12.241,12.28,11.6,11.672,11.686888191698479,11.644465116718745
2016-09-12T00:00:00Z,11.682,12.058,11.632,12.058,11.701441595945598,11.68384939131696
2016-09-13T00:00:00Z,11.92,12.55,11.864,12.018,11.713855651006554,11.715673258810583
2016-09-14T00:00:00Z,11.961,12.332,11.91,11.944,11.722880919594532,11.737418662733385
2016-09-15T00:00:00Z,11.942,12.413,11.907,12.158,11.739944412943766,11.777474028187347
2016-09-16T00:00:00Z,12.051,12.822,11.99,12.612,11.774142671259696,11.856952692169505
2016-09-17T00:00:00Z,12.624,12.869,12.511,12.8,11.814372370425982,11.946766721486695
2016-09-18T00:00:00Z,12.73,13.101,12.26,12.45,11.839298944134766,11.994693700392723
2016-09-19T00:00:00Z,12.447,13.229,12.394,13.22,11.893444083580462,12.11138953845056
2016-09-20T00:00:00Z,13.22,15.4,13.076,14.258,11.986171766577307,12.315828630026697
2016-09-21T00:00:00Z,14.243,14.377,13.162,13.76,12.05573365808408,12.453368760500345
2016-09-22T00:00:00Z,13.76,13.761,12.47,13.327,12.105587240119998,12.536571735690789
2016-09-23T00:00:00Z,13.243,13.502,13.099,13.364,12.154936760115293,12.615374427529762
2016-09-24T00:00:00Z,13.316,13.469,12.712,12.861,12.182625514620575,12.638767339193594
2016-09-25T00:00:00Z,12.835,13.196,12.774,13.08,12.217816670909965,12.680789497365632
2016-09-26T00:00:00Z,13.08,13.16,12.81,12.864,12.243157193619378,12.698238116664143
2016-09-27T00:00:00Z,12.941,13.267,12.85,13.084,12.27613142132058,12.734977343648511
2016-09-28T00:00:00Z,13.084,13.487,13.044,13.25,12.314322345974675,12.784027120443891
2016-09-29T00:00:00Z,13.324,13.329,13.061,13.061,12.34360382260312,12.810405489925426
2016-09-30T00:00:00Z,13.06,13.43,13.05,13.291,12.380756613873587,12.856176395646814
2016-10-01T00:00:00Z,13.22,13.33,13.048,13.179,12.412060276074623,12.88692150082331
2016-10-02T00:00:00Z,13.188,13.327,13.002,13.16,12.441391245640324,12.912928976935374
2016-10-03T00:00:00Z,13.221,13.5,13.17,13.387,12.478473941889723,12.958078598179624
2016-10-04T00:00:00Z,13.445,13.5,13.22,13.27,12.509514179462675,12.987785398352992
2016-10-05T00:00:00Z,13.27,13.392,13.022,13.022,12.529611662621,12.991043931843183
2016-10-06T00:00:00Z,13.021,13.146,12.624,12.84,12.541783754282923,12.976658795477165
2016-10-07T00:00:00Z,12.82,13,12.56,12.69,12.54759615607575,12.949357957812673
2016-10-08T00:00:00Z,12.73,12.758,12,12.21,12.534357091131604,12.878942914211466
2016-10-09T00:00:00Z,12.208,12.557,11.99,12.012,12.51387249932252,12.796376922381803
2016-10-10T00:00:00Z,12.027,12.09,11.6,11.732,12.483210832682422,12.695007691678775
2016-10-11T00:00:00Z,11.731,12.33,11.731,11.823,12.457320211792915,12.611959340090321
2016-10-12T00:00:00Z,11.752,12.055,11.678,11.925,12.436444909369664,12.5465346410341
2016-10-13T00:00:00Z,11.905,12.12,11.811,11.988,12.418858834492422,12.493340865697519
2016-10-14T00:00:00Z,12.021,12.1,11.9,11.93,12.399687899806445,12.439689354678707
2016-10-15T00:00:00Z,11.96,12.049,11.83,12.01,12.384406021382663,12.398766558995021
2016-10-16T00:00:00Z,11.963,12.06,11.92,12.02,12.370115589171577,12.362693553376447
2016-10-17T00:00:00Z,11.945,12.03,11.811,12.001,12.355640468027595,12.328246548292976
2016-10-18T00:00:00Z,11.982,12.91,11.981,12.611,12.36565456732063,12.35517544845555
2016-10-19T00:00:00Z,12.56,12.623,11.95,11.988,12.35084458428845,12.32020635812645
2016-10-20T00:00:00Z,12.037,12.316,12.03,12.151,12.343007541767333,12.304091466876312
2016-10-21T00:00:00Z,12.151,12.2,12.087,12.196,12.337242540129399,12.29379704145952
2016-10-22T00:00:00Z,12.129,12.374,12.082,12.186,12.331311460124324,12.283530656558613
2016-10-23T00:00:00Z,12.25,12.263,11.991,12.07,12.321063951884154,12.263194403553031
2016-10-24T00:00:00Z,12.05,12.23,11.981,11.981,12.307728110633795,12.23631874607179
2016-10-25T00:00:00Z,11.981,11.999,11.122,11.469,12.274836812177567,12.16324077025543
2016-10-26T00:00:00Z,11.498,11.724,11.451,11.52,12.24523536856276,12.101979744516816
2016-10-27T00:00:00Z,11.52,11.67,11.231,11.503,12.216128099207358,12.044934054562834
2016-10-28T00:00:00Z,11.543,11.699,10.854,11.15,12.174319154140402,11.959702239842564
2016-10-29T00:00:00Z,11.15,11.26,9.5,10.375,12.103757618683916,11.808778217000414
2016-10-30T00:00:00Z,10.461,11.529,10.314,11.26,12.070669084617881,11.756513624905137
2016-10-31T00:00:00Z,11.246,11.5,10.877,10.995,12.028485983260317,11.683988517771315
2016-11-01T00:00:00Z,10.972,11.21,10.405,10.831,11.981525748622659,11.60275151607881
2016-11-02T00:00:00Z,10.831,11.247,10.763,10.855,11.937348268284515,11.531537085976066
2016-11-03T00:00:00Z,10.845,11.182,10.809,10.86,11.895099316587082,11.467581173025964
2016-11-04T00:00:00Z,10.891,11.24,10.85,11.184,11.867213068877785,11.440573442261586
2016-11-05T00:00:00Z,11.183,11.24,10.992,11.169,11.839832164215911,11.41470930490334
2016-11-06T00:00:00Z,11.15,11.272,10.909,10.91,11.803368157776072,11.366641752055402
2016-11-07T00:00:00Z,10.908,11.099,10.85,10.9,11.767941955510343,11.322199680431078
2016-11-08T00:00:00Z,10.88,11.211,10.788,10.898,11.733826584706016,11.281799710866213
2016-11-09T00:00:00Z,10.87,10.87,10.2,10.648,11.691245150011662,11.22143783364086
2016-11-10T00:00:00Z,10.679,10.693,10.48,10.49,11.644137497070028,11.151777087579825
2016-11-11T00:00:00Z,10.515,10.58,10.261,10.27,11.59024975208689,11.067798317334127
2016-11-12T00:00:00Z,10.28,10.319,9.68,9.851,11.522043879456032,10.951912763302305
2016-11-13T00:00:00Z,9.886,10.37,9.808,10.127,11.46733627634011,10.8733496429878
2016-11-14T00:00:00Z,10.116,10.193,9.956,9.9651,11.408425049816968,10.786849676988961
2016-11-15T00:00:00Z,9.96,10.41,9.7161,10.265,11.36358485178493,10.737149707751918
2016-11-16T00:00:00Z,10.224,10.5,9.9271,10.045,11.311875641911012,10.671230687966021
2016-11-17T00:00:00Z,10.047,10.27,9.901,9.9689,11.259209930463522,10.604342051016877
2016-11-18T00:00:00Z,9.9839,10.031,9.455,9.526,11.191240913582599,10.501642808062888
2016-11-19T00:00:00Z,9.532,9.8609,9.476,9.696,11.132604015010731,10.424914921580708
2016-11-20T00:00:00Z,9.682,9.7641,9.494,9.5709,11.071360720304428,10.34358016714445
2016-11-21T00:00:00Z,9.538,9.679,9.508,9.615,11.01424853519445,10.27419157979736
2016-11-22T00:00:00Z,9.55,10.255,9.542,9.876,10.969611337735845,10.236268572197611
2016-11-23T00:00:00Z,9.848,9.919,9.683,9.806,10.923979520569734,10.195290612940695
2016-11-24T00:00:00Z,9.787,9.788,8.7,9.1954,10.856192088390529,10.100062935517773
2016-11-25T00:00:00Z,9.17,9.69,9.164,9.4269,10.800141418257567,10.035952179754176
2016-11-26T00:00:00Z,9.3903,9.53,9.22,9.3325,10.742586852835702,9.968956734063301
2016-11-27T00:00:00Z,9.266,9.302,8.702,8.9247,10.671297172332341,9.869503711771559
2016-11-28T00:00:00Z,8.9001,9.0172,8.649,8.658,10.592344342044798,9.754122405888554
2016-11-29T00:00:00Z,8.697,8.7439,7.737,8.1596,10.49694260314108,9.602263129137263
2016-11-30T00:00:00Z,8.1101,8.758,8.1052,8.5639,10.421137010861038,9.503371402552762
2016-12-01T00:00:00Z,8.5417,8.609,8.358,8.43,10.343053206513547,9.401145554690594
2016-12-02T00:00:00Z,8.43,8.43,7.1,7.728,10.24050210037576,9.241798359005776
2016-12-03T00:00:00Z,7.748,8.1,7.5897,7.875,10.14773731212573,9.111627086719512
2016-12-04T00:00:00Z,7.82,7.906,7.3421,7.4048,10.04017114302276,8.949072126079558
2016-12-05T00:00:00Z,7.4,7.567,6.501,6.7864,9.912572274668927,8.74310335216722
2016-12-06T00:00:00Z,6.7763,7.8785,5.861,7.759,9.828118459976027,8.649379223389388
2016-12-07T00:00:00Z,7.812,8.7,7.269,8.3461,9.770000088996575,8.620495487828494
2016-12-08T00:00:00Z,8.3231,8.8446,8.1651,8.1651,9.707062830604553,8.577124488987685
2016-12-09T00:00:00Z,8.1652,8.65,8.02,8.436,9.657217229404374,8.563684061465048
2016-12-10T00:00:00Z,8.4,8.5525,7.94,8.14,9.597718514525772,8.523333198468377
2016-12-11T00:00:00Z,8.136,8.248,8,8.17,9.54172955317182,8.489682417661864
2016-12-12T00:00:00Z,8.1949,8.626,8.0894,8.49,9.500485256969004,8.48971266359883
2016-12-13T00:00:00Z,8.49,8.49,8.3,8.4,9.457328972381983,8.481168600398941
2016-12-14T00:00:00Z,8.401,8.489,8.2,8.23,9.409198424445435,8.457247781313328
2016-12-15T00:00:00Z,8.2,8.2269,7.7064,7.8693,9.34881025093777,8.401252754521582
2016-12-16T00:00:00Z,7.8703,7.9574,7.7695,7.8943,9.291770633253936,8.35297153980524
2016-12-17T00:00:00Z,7.8914,7.944,7.4733,7.8367,9.234709039792998,8.303802821728551
2016-12-18T00:00:00Z,7.87,7.9379,7.74,7.909,9.182720449997195,8.266202552992498
2016-12-19T00:00:00Z,7.9039,7.904,7.58,7.618,9.121358863722795,8.204468976517022
2016-12-20T00:00:00Z,7.589,7.75,7.5508,7.6858,9.06506243769445,8.155071931134449
2016-12-21T00:00:00Z,7.699,7.962,7.6391,7.8619,9.017879597000551,8.12715079483593
2016-12-22T00:00:00Z,7.86,7.8609,7.463,7.5613,8.960758828490725,8.073260242946795
2016-12-23T00:00:00Z,7.55,7.6789,7.1091,7.147,8.88963103129501,7.9850449817137665
2016-12-24T00:00:00Z,7.147,7.351,7.11,7.2342,8.824712167322657,7.913535935836265
2016-12-25T00:00:00Z,7.2344,7.3239,7.167,7.1826,8.760315611741376,7.843922989566145
2016-12-26T00:00:00Z,7.1826,7.35,7.05,7.259,8.701440489712303,7.788216038178893
2016-12-27T00:00:00Z,7.301,7.33,7.0829,7.2,8.642560470507899,7.732195463114237
2016-12-28T00:00:00Z,7.2,7.7566,7.1,7.6159,8.60229927558602,7.721119704722405
2016-12-29T00:00:00Z,7.5759,8.6,7.5611,8.2711,8.589311068700294,7.773498780463128
2016-12-30T00:00:00Z,8.2761,8.4986,8.0501,8.162,8.572553771888517,7.810498896609497
2016-12-31T00:00:00Z,8.162,8.3515,8,8.002,8.550179114167399,7.828737096932402
2017-01-01T00:00:00Z,8.0441,8.5868,8.03,8.196,8.536289737141226,7.863714516272173
2017-01-02T00:00:00Z,8.22,8.5,8.114,8.4292,8.532090139606277,7.917570276627204
2017-01-03T00:00:00Z,8.37,9.9,8.3,9.661,8.576361114523678,8.08361120266271
2017-01-04T00:00:00Z,9.662,11.15,9.44,11.075,8.674346953169808,8.368505373837689
2017-01-05T00:00:00Z,11.062,11.7,9.2,10.294,8.737862758927855,8.551885814424576
2017-01-06T00:00:00Z,10.215,10.401,9.4726,10.1,8.791279905636568,8.699325260669855
2017-01-07T00:00:00Z,10.1,10.19,9.48,9.8129,8.83134343874886,8.805379997748917
2017-01-08T00:00:00Z,9.796,10.475,9.796,10.29,8.88854565683714,8.946772378915686
2017-01-09T00:00:00Z,10.359,10.839,9.5004,10.343,8.945583082059214,9.079746438066573
2017-01-10T00:00:00Z,10.417,10.75,10.2,10.522,9.007403353351009,9.217103920155472
2017-01-11T00:00:00Z,10.608,10.696,9.41,9.7,9.034564006160773,9.263094022997807
2017-01-12T00:00:00Z,9.6799,10.039,9.083,9.657,9.058973260821135,9.300608877950397
2017-01-13T00:00:00Z,9.7183,9.8,9.3934,9.699,9.084072348632072,9.338550889574169
2017-01-14T00:00:00Z,9.675,9.8741,9.507,9.679,9.107402844764147,9.370974614376628
2017-01-15T00:00:00Z,9.614,9.834,9.614,9.728,9.13173998810673,9.404977032055044
2017-01-16T00:00:00Z,9.7419,9.779,9.53,9.53,9.147358027788819,9.416883981383135
2017-01-17T00:00:00Z,9.5739,10.595,9.533,10.292,9.192245948267688,9.500228364108551
2017-01-18T00:00:00Z,10.291,10.49,9.7357,10.222,9.232628460100328,9.568968519907736
2017-01-19T00:00:00Z,10.222,10.514,10.152,10.42,9.279192049900315,9.650019137059381
2017-01-20T00:00:00Z,10.426,10.752,10.297,10.64,9.332557067551283,9.744303028768012
2017-01-21T00:00:00Z,10.64,11.092,10.561,10.95,9.395986202157115,9.859131311742487
2017-01-22T00:00:00Z,10.948,10.977,10.339,10.664,9.445712233445072,9.935785472528917
2017-01-23T00:00:00Z,10.681,10.827,10.589,10.827,9.499880381153108,10.020663046573782
2017-01-24T00:00:00Z,10.702,10.752,10.463,10.579,9.542198797578477,10.073837994519137
2017-01-25T00:00:00Z,10.57,10.579,10.351,10.494,9.57952433492834,10.113853423612552
2017-01-26T00:00:00Z,10.484,10.63,10.427,10.58,9.618758674735073,10.158248335649452
2017-01-27T00:00:00Z,10.58,10.58,10.356,10.489,9.652885785529776,10.189748494159028
2017-01-28T00:00:00Z,10.453,10.539,10.35,10.528,9.687203990018805,10.221962923286739
2017-01-29T00:00:00Z,10.535,10.545,10.376,10.456,9.717352853155322,10.244252168688002
2017-01-30T00:00:00Z,10.435,10.686,10.376,10.5,9.748044898129624,10.26860910500343
2017-01-31T00:00:00Z,10.5,10.736,10.377,10.612,9.781925490359836,10.301312999765008
2017-02-01T00:00:00Z,10.711,10.767,10.41,10.673,9.816869588777097,10.33671176169215
2017-02-02T00:00:00Z,10.654,10.84,10.527,10.74,9.853070781374074,10.375120165340517
2017-02-03T00:00:00Z,10.74,11.043,10.55,11.043,9.89973467230058,10.43872776864142
2017-02-04T00:00:00Z,11.017,11.4,10.941,11.32,9.955431351818204,10.522658457342239
2017-02-05T00:00:00Z,11.331,11.367,11.054,11.133,10.001610514492,10.580786223309644
2017-02-06T00:00:00Z,11.21,11.326,11.123,11.28,10.051743435492314,10.647378011565868
2017-02-07T00:00:00Z,11.27,11.5,11.253,11.438,10.106106438022028,10.72267534379769
2017-02-08T00:00:00Z,11.439,11.598,11,11.3,10.152925793393713,10.777658644388385
2017-02-09T00:00:00Z,11.283,11.511,10.409,10.923,10.183124781888077,10.791500678256158
2017-02-10T00:00:00Z,10.95,11.39,10.75,11.29,10.226531653186584,10.838976804136523
2017-02-11T00:00:00Z,11.28,11.38,11.125,11.37,10.271373549140051,10.889550441837807
2017-02-12T00:00:00Z,11.309,11.397,11.221,11.264,10.310300076624754,10.92521230451992
2017-02-13T00:00:00Z,11.333,11.374,11.05,11.32,10.349896152051235,10.96281113266088
2017-02-14T00:00:00Z,11.317,13.4,11.317,13.073,10.456684538245304,11.16378150097889
2017-02-15T00:00:00Z,13.072,13.15,12.59,12.92,10.553285144588624,11.331040405647567
2017-02-16T00:00:00Z,12.94,12.993,12.57,12.921,10.646136707545933,11.482465128919227
2017-02-17T00:00:00Z,12.889,12.889,12.6,12.761,10.729072522936288,11.604230354736444
2017-02-18T00:00:00Z,12.766,12.9,12.7,12.793,10.810010855370159,11.71744651142821
2017-02-19T00:00:00Z,12.829,12.935,12.7,12.801,10.888088861041917,11.820642081768382
2017-02-20T00:00:00Z,12.81,12.91,12.402,12.402,10.947457925314783,11.876009502552344
2017-02-21T00:00:00Z,12.42,12.89,12.25,12.817,11.020773300792635,11.965627645166407
2017-02-22T00:00:00Z,12.818,12.846,12.601,12.679,11.085801798800768,12.033567869436274
2017-02-23T00:00:00Z,12.682,13.367,12.601,13.269,11.171417414534071,12.151228072347104
2017-02-24T00:00:00Z,13.2,13.311,12.7,13.113,11.247557908081754,12.242825398790236
2017-02-25T00:00:00Z,13.067,13.8,13.05,13.554,11.338006617568745,12.367699170334022
2017-02-26T00:00:00Z,13.501,14.66,13.3,14.568,11.464673024722911,12.57725163030221
2017-02-27T00:00:00Z,14.567,15.746,14.301,15.5,11.622921141400443,12.855608617892477
2017-02-28T00:00:00Z,15.5,16.225,15.177,15.862,11.78915952801219,13.141931606664622
2017-03-01T00:00:00Z,15.83,17.489,15.62,17.435,12.010565036717594,13.550795263172754
2017-03-02T00:00:00Z,17.477,19.45,16.299,19.021,12.285484054885531,14.071767142870586
2017-03-03T00:00:00Z,19.028,20.733,18.426,19.493,12.568131739007667,14.588075034025769
2017-03-04T00:00:00Z,19.55,20.001,18.4,18.5,12.800754023752464,14.960639316499504
2017-03-05T00:00:00Z,18.501,19.453,18.148,19.352,13.057665630664133,15.378864143499552
2017-03-06T00:00:00Z,19.292,20.23,19.14,19.51,13.310698351030245,15.772305653642452
2017-03-07T00:00:00Z,19.568,19.666,18.5,18.879,13.529063121578078,16.068181305676504
2017-03-08T00:00:00Z,18.8,18.861,16.511,16.511,13.646001822692662,16.110354514659694
2017-03-09T00:00:00Z,16.544,18,16.25,17.752,13.807021359057655,16.266701703739724
2017-03-10T00:00:00Z,17.672,19.7,16.501,19.175,14.017530325369119,16.54368249385975
2017-03-11T00:00:00Z,19.175,21.467,18.83,21.3,14.303117371433075,16.996665113492156
2017-03-12T00:00:00Z,21.3,23.232,21.054,23.198,14.651936298043543,17.587268436016714
2017-03-13T00:00:00Z,23.24,30.6,23.24,28.397,15.19095840400262,18.616766680205597
2017-03-14T00:00:00Z,28.392,29.932,27.001,28.66,15.719156113649577,19.573265091614587
2017-03-15T00:00:00Z,28.66,34.796,28.36,34.796,16.467267638604497,21.023049368603672
2017-03-16T00:00:00Z,34.796,46.21,34.795,45.071,17.588982633169028,23.31333038111761
2017-03-17T00:00:00Z,45.071,51.879,32.836,44.65,18.650199000495732,25.345394154344504
2017-03-18T00:00:00Z,44.65,44.994,31.1,34.2,19.25999511812335,26.188689949168836
2017-03-19T00:00:00Z,34.2,45.69,34.099,43.168,20.197563937020472,27.805767096867044
2017-03-20T00:00:00Z,43.169,45.125,39.472,42.064,21.055071233607904,29.163694040022563
2017-03-21T00:00:00Z,41.874,43.7,41.15,42.45,21.894088047976222,30.429056512401367
2017-03-22T00:00:00Z,42.452,42.948,38.51,41.459,22.661339497075193,31.479527320744094
2017-03-23T00:00:00Z,41.459,44.749,40.216,43.136,23.46426735993499,32.58966757591132
2017-03-24T00:00:00Z,43.136,58.989,42.501,54.01,24.662139228172833,34.62969923534834
2017-03-25T00:00:00Z,54.02,54.9,47.455,50.751,25.685231807460173,36.16506121293421
2017-03-26T00:00:00Z,51.27,51.8,46.55,50.46,26.65679134442252,37.526483954559524
2017-03-27T00:00:00Z,50.5,52,47.666,48.927,27.53013286032752,38.612247387458616
2017-03-28T00:00:00Z,48.913,50.599,47.95,50.156,28.417421767765656,39.711652398176845
2017-03-29T00:00:00Z,50.164,54.3,49.397,52.877,29.376620914127788,40.96549502692191
2017-03-30T00:00:00Z,52.879,53.283,50.751,51.624,30.249067152789443,41.98059073864363
2017-03-31T00:00:00Z,51.676,51.826,46.82,49.724,31.012790009542798,42.718058287344235
2017-04-01T00:00:00Z,49.777,51.87,48.7,50.592,31.780602166031315,43.46795749807335
2017-04-02T00:00:00Z,50.56,51.594,47.7,48.6,32.440186394814404,43.956723450637796
2017-04-03T00:00:00Z,48.6,48.6,42.77,44.281,32.90453202639031,43.987606931529434
2017-04-04T00:00:00Z,44.27,45.688,41.05,44.414,33.3558837116299,44.0282157951933
2017-04-05T00:00:00Z,44.513,47.529,44.194,45.35,33.82624121313461,44.15410000517489
2017-04-06T00:00:00Z,45.35,46.025,41.25,43.11,34.19031018516854,44.05466190944395
2017-04-07T00:00:00Z,43.297,44.527,41.779,42.25,34.50637645241684,43.88278934663977
2017-04-08T00:00:00Z,42.362,45.76,42.362,44.507,34.89855776800833,43.94223798029312
2017-04-09T00:00:00Z,44.708,44.864,43.18,43.937,35.2530064829884,43.94173912502711
2017-04-10T00:00:00Z,44.029,44.761,43.011,44.169,35.602653287577084,43.963383017881675
2017-04-11T00:00:00Z,44.169,44.8,43.804,44.206,35.9400394331623,43.98648939713104
2017-04-12T00:00:00Z,44.2,48.467,43.84,46.852,36.36795945539123,44.259395168832846
2017-04-13T00:00:00Z,46.96,51.505,46.85,50.649,36.92800026106216,44.86792896227734
2017-04-14T00:00:00Z,50.53,50.65,47.341,48.5,37.38180417239305,45.2138404896795
2017-04-15T00:00:00Z,48.5,50.477,47.95,49.707,37.86514518524039,45.64176044304335
2017-04-16T00:00:00Z,49.602,49.9,48.865,49.58,38.32455125640743,46.016830877039226
2017-04-17T00:00:00Z,49.581,50.27,48.88,49.52,38.76358846203851,46.35046603160692
2017-04-18T00:00:00Z,49.578,53,49.069,52.424,39.2992908752919,46.92889783812055
2017-04-19T00:00:00Z,52.441,53,45,49.661,39.70563240959418,47.18909804401383
2017-04-20T00:00:00Z,49.661,52.45,48.603,51.96,40.186195844512056,47.643469658869655
2017-04-21T00:00:00Z,51.979,52.265,51.1,51.369,40.624737183942955,47.99828207231064
2017-04-22T00:00:00Z,51.171,52.776,51.03,52.151,41.076747490455,48.39377901780486
2017-04-23T00:00:00Z,52.372,54.438,51.75,53.332,41.557345628084214,48.86408577801392
2017-04-24T00:00:00Z,53.331,54.477,53,53.54,42.027253642669145,49.3094109420126
2017-04-25T00:00:00Z,53.78,54.21,53.253,53.9,42.49285153903506,49.74660989991616
2017-04-26T00:00:00Z,53.9,58.38,53.664,57.31,43.073916184563096,50.46693276659081
2017-04-27T00:00:00Z,57.445,67.999,56.919,67.999,44.05137045183513,52.13665345548692
2017-04-28T00:00:00Z,67.999,77.399,66,75.997,45.304140238037675,54.40906741210721
2017-04-29T00:00:00Z,75.99,77.599,71.2,73.55,46.41182101301659,56.23201337285891
