time,open,high,low,close,EMA,MA,Histogram,MACD,Signal
2016-07-02T12:00:00Z,11.98,12.114,11.95,12.098,NaN,NaN,0.0608232746651009,-0.352430290144639,-0.4132535648097399
2016-07-02T16:00:00Z,12.067,12.137,11.953,12.123,NaN,NaN,0.06576891305749971,-0.3310424234878653,-0.396811336545365
2016-07-02T20:00:00Z,12.108,12.176,12,12.136,NaN,NaN,0.06986831112876613,-0.30947594763440733,-0.37934425876317346
2016-07-03T00:00:00Z,12.125,12.147,11.9,12.087,NaN,NaN,0.06910646576965379,-0.2929611765511062,-0.36206764232076
2016-07-03T04:00:00Z,12.013,12.087,11.953,12,12.99596,NaN,0.06275504555956829,-0.28362383537129965,-0.34637888093086794
2016-07-03T08:00:00Z,12.012,12.062,11.9,12.039,12.958432156862745,NaN,0.06113113426174588,-0.26996496310368556,-0.33109609736543144
2016-07-03T12:00:00Z,11.989,11.989,11.72,11.721,12.909905405613225,NaN,0.03963322587323265,-0.28155456502389065,-0.3211877908971233
2016-07-03T16:00:00Z,11.735,11.85,11.56,11.822,12.867242448530353,NaN,0.03345490601377554,-0.27936915837990384,-0.3128240643936794
2016-07-03T20:00:00Z,11.704,11.975,11.679,11.763,12.82393882309779,NaN,0.026915408481939518,-0.27917980379125495,-0.3060952122731945
2016-07-04T00:00:00Z,11.753,11.816,11.6,11.708,12.780176516309643,NaN,0.020686268043771494,-0.2802373772184801,-0.30092364526225157
2016-07-04T04:00:00Z,11.744,11.85,11.714,11.733,12.73911077057201,NaN,0.020036460170372472,-0.275878070049286,-0.29591453021965847
2016-07-04T08:00:00Z,11.765,11.765,11.51,11.565,12.693067210941734,NaN,0.010555257598918177,-0.2827204582210108,-0.29327571581992895
2016-07-04T12:00:00Z,11.526,11.66,11.351,11.502,12.646358692865588,NaN,0.00271252536269051,-0.2898850591165658,-0.2925975844792563
2016-07-04T16:00:00Z,11.5,11.5,11.371,11.387,12.596972077459094,NaN,-0.007016817339046022,-0.3013686061530638,-0.2943517888140178
2016-07-04T20:00:00Z,11.387,11.487,11.385,11.471,12.5528163097156,NaN,-0.004702914863659369,-0.30023043239359204,-0.29552751752993267
2016-07-05T00:00:00Z,11.47,11.485,11.385,11.4,12.507607826981655,NaN,-0.004842857216444618,-0.3015810890504884,-0.2967382318340438
2016-07-05T04:00:00Z,11.38,11.403,10.611,10.879,12.443740853374532,NaN,-0.03522039682602063,-0.3407637278665696,-0.305543331040549
2016-07-05T08:00:00Z,10.933,10.933,9.911,10.232,12.35700591794808,NaN,-0.09091858700601485,-0.4191915647980675,-0.32827297779205267
2016-07-05T12:00:00Z,10.295,10.295,9.353,9.915,12.261240979989331,NaN,-0.13830042834434486,-0.5011485132224838,-0.3628480848781389
2016-07-05T16:00:00Z,9.922,10.078,9.729,9.88,12.167858980774064,NaN,-0.15967411307735435,-0.5624407262248319,-0.4027666131474775
2016-07-05T20:00:00Z,9.88,10.588,9.864,10.588,12.10590372662606,NaN,-0.11584549142085043,-0.5475734774235406,-0.43172798600269013
2016-07-06T00:00:00Z,10.58,10.588,10.221,10.41,12.039397698130921,NaN,-0.08972531090294888,-0.5438846246313762,-0.4541593137284273
2016-07-06T04:00:00Z,10.42,11.12,10.42,10.69,11.986480141341474,NaN,-0.04664070908390816,-0.5124602000833125,-0.46581949099940434
2016-07-06T08:00:00Z,10.691,11.093,10.561,10.684,11.935402488739847,NaN,-0.013327250911456257,-0.4824785546387247,-0.46915130372726843
2016-07-06T12:00:00Z,10.684,10.8,10.33,10.611,11.883465136240245,NaN,0.007870089221415189,-0.45931369220049945,-0.46718378142191463
2016-07-06T16:00:00Z,10.611,10.665,10.4,10.51,11.82960375834847,NaN,0.018557249586394042,-0.44398721943892205,-0.4625444690253161
2016-07-06T20:00:00Z,10.51,10.668,10.401,10.578,11.78052125802108,NaN,0.032839483742481246,-0.42149511434721454,-0.4543345980896958
2016-07-07T00:00:00Z,10.578,10.669,10.1,10.102,11.71469689496143,NaN,0.013834685244945522,-0.43704124153351387,-0.4508759267784594
2016-07-07T04:00:00Z,10.11,10.25,9.9,10,11.647453879472746,NaN,-0.0012012432800508899,-0.45237748087852303,-0.45117623759847214
2016-07-07T08:00:00Z,10,10.2,9.729,10.098,11.58669098223852,NaN,-0.00019508213712005062,-0.4514200902698722,-0.4512250081327521
2016-07-07T12:00:00Z,10.099,10.1,9.871,10.012,11.524938394699754,NaN,-0.0009288001177680805,-0.4523860082799622,-0.45145720816219415
2016-07-07T16:00:00Z,10.002,10.111,9.756,9.84,11.458862379221333,NaN,-0.008200780082031067,-0.46170818326473295,-0.4535074031827019
2016-07-07T20:00:00Z,9.849,10.14,9.751,10.14,11.407142285918535,NaN,0.010951021774254166,-0.4398186259648842,-0.45076964773913836
2016-07-08T00:00:00Z,10.127,10.281,9.972,10.004,11.352117098235455,NaN,0.017811308043488572,-0.42850551268477766,-0.44631682072826623
2016-07-08T04:00:00Z,10.032,10.241,9.902,10.24,11.308504663010535,NaN,0.040307458292952736,-0.3959324978620753,-0.43623995615502803
2016-07-08T08:00:00Z,10.22,10.264,10.168,10.176,11.264092715441494,NaN,0.05218741180288933,-0.37100569140141637,-0.4231931032043057
2016-07-08T12:00:00Z,10.229,11,10.229,10.627,11.239108687384965,NaN,0.08953772327088583,-0.3112709491156984,-0.40080867238658424
2016-07-08T16:00:00Z,10.626,11,10.52,11,11.229731876114966,NaN,0.13571254425781587,-0.23116799206431438,-0.36688053632213025
2016-07-08T20:00:00Z,11,11.649,10.883,11.38,11.2356247437183,NaN,0.18513524374217977,-0.13546148164440552,-0.3205967253865853
2016-07-09T00:00:00Z,11.37,11.436,10.395,10.796,11.218384557690133,NaN,0.1720606423830366,-0.10552092240778954,-0.27758156479082613
2016-07-09T04:00:00Z,10.829,11.097,10.708,10.884,11.205271437780716,NaN,0.1629926449142935,-0.07384075864795925,-0.23683340356225274
2016-07-09T08:00:00Z,10.817,10.897,10.68,10.775,11.188398048063826,NaN,0.14396769557484243,-0.0568737840936997,-0.20084147966854213
2016-07-09T12:00:00Z,10.775,11.03,10.75,10.955,11.179245183433872,NaN,0.13781441432607716,-0.028573461760945662,-0.16638787608702282
2016-07-09T16:00:00Z,10.969,11.088,10.655,11,11.172215960554112,NaN,0.1311219188991537,-0.0024854774630806986,-0.1336073963622344
2016-07-09T20:00:00Z,11.008,11.057,10.769,10.902,11.161619256218657,NaN,0.11501750683844651,0.010164487185823745,-0.10485301965262277
2016-07-10T00:00:00Z,10.842,10.955,10.747,10.832,11.148693010876748,NaN,0.0953828540854714,0.014375547954216472,-0.08100730613125492
2016-07-10T04:00:00Z,10.832,10.874,10.736,10.736,11.132508971234524,NaN,0.07268813972305696,0.009852868522566283,-0.06283527120049068
2016-07-10T08:00:00Z,10.79,11.02,10.741,11,11.127312540990033,NaN,0.07207382045583832,0.027257004369307225,-0.0448168160865311
2016-07-10T12:00:00Z,11,11,10.8,10.929,11.119535578598267,NaN,0.06378808050228058,0.03491828454131962,-0.028869795960960953
2016-07-10T16:00:00Z,10.894,10.996,10.863,10.957,11.113161634339512,NaN,0.05730095764202581,0.042756401091571306,-0.014544556550454502
2016-07-10T20:00:00Z,10.903,10.96,10.82,10.96,11.107155295737963,NaN,0.05055519676194677,0.04864943940197897,-0.0019057573599678065
2016-07-11T00:00:00Z,10.95,11.02,10.901,10.97,11.101776656689415,NaN,0.04433244864090568,0.053509803441164294,0.009177354800258615
2016-07-11T04:00:00Z,10.951,11.087,10.52,10.632,11.083354042701595,NaN,0.016454131897364103,0.029745019671963746,0.013290887774599643
2016-07-11T08:00:00Z,10.639,10.639,10.201,10.549,11.062398982203494,NaN,-0.007300046311665304,0.004165829885018013,0.011465876196683317
2016-07-11T12:00:00Z,10.463,10.634,10.25,10.45,11.038383335842573,NaN,-0.028228505450356642,-0.023819755616262483,0.004408749834094157
2016-07-11T16:00:00Z,10.43,10.55,10.4,10.454,11.015466342280119,NaN,-0.039651196361169413,-0.04515524561736761,-0.0055040492561981985
2016-07-11T20:00:00Z,10.45,10.592,10.42,10.501,10.995291191602467,NaN,-0.04168252693015208,-0.05760720791888829,-0.015924680988736218
2016-07-12T00:00:00Z,10.501,10.577,10.433,10.505,10.97606408604943,NaN,-0.040370205706498574,-0.06638743812185943,-0.02601723241536086
2016-07-12T04:00:00Z,10.505,10.7,10.399,10.63,10.96249294542004,NaN,-0.029216993176776146,-0.06253847388633105,-0.0333214807095549
2016-07-12T08:00:00Z,10.63,10.794,10.63,10.759,10.954512829913371,NaN,-0.012158508364063778,-0.04851961616463463,-0.03636110780057085
2016-07-12T12:00:00Z,10.709,10.77,10.55,10.633,10.941904483642258,NaN,-0.008538739823729227,-0.04703453258023238,-0.03849579275650315
2016-07-12T16:00:00Z,10.649,10.802,10.555,10.573,10.927437641146483,NaN,-0.009300425212757188,-0.05012132427244964,-0.04082089905969245
2016-07-12T20:00:00Z,10.565,10.573,10.427,10.528,10.911773419925051,NaN,-0.01178992972751737,-0.05555831121908916,-0.04376838149157179
2016-07-13T00:00:00Z,10.526,10.573,10.497,10.57,10.898370540712305,NaN,-0.009652885469647918,-0.05583448832863169,-0.046181602858983775
2016-07-13T04:00:00Z,10.535,10.57,10.47,10.5,10.882748166566724,NaN,-0.011853614932550091,-0.06099862152467139,-0.0491450065921213
2016-07-13T08:00:00Z,10.538,10.6,10.45,10.544,10.869463924740579,NaN,-0.00935558059062521,-0.060839482330402817,-0.051483901739777606
2016-07-13T12:00:00Z,10.525,10.596,10.468,10.503,10.855092790437027,NaN,-0.009446581377923438,-0.0632921284621819,-0.05384554708425847
2016-07-13T16:00:00Z,10.503,10.54,10.45,10.45,10.839206798655182,NaN,-0.011899850110637024,-0.06872035972255475,-0.05682050961191772
2016-07-13T20:00:00Z,10.478,10.545,10.425,10.43,10.823159473217723,NaN,-0.0135720331545197,-0.07378555105506734,-0.060213517900547645
2016-07-14T00:00:00Z,10.514,11.147,10.491,10.819,10.82299635662095,NaN,0.011465369687847206,-0.04588180579073864,-0.057347175478585845
2016-07-14T04:00:00Z,10.82,11.26,10.816,11.033,10.831231793616206,NaN,0.04073709841888829,-0.006425802454975482,-0.047162900873863774
2016-07-14T08:00:00Z,11.044,11.089,10.953,11.032,10.839105056611649,NaN,0.0573147023867457,0.024480477109568355,-0.032834225277177345
2016-07-14T12:00:00Z,11.032,11.167,10.83,11.083,10.848669564195506,NaN,0.06825473620412317,0.05248419497797663,-0.01577054122614655
2016-07-14T16:00:00Z,11.073,11.737,11.06,11.657,10.880368796972153,NaN,0.10830882744512291,0.1196154930802571,0.011306665635134182
2016-07-14T20:00:00Z,11.653,11.79,11.4,11.517,10.905334726502657,NaN,0.11869867450494505,0.1596800087663155,0.04098133426137045
2016-07-15T00:00:00Z,11.466,11.975,11.369,11.956,10.94653728624765,NaN,0.14663078411358624,0.22426981440335325,0.07763903028976701
2016-07-15T04:00:00Z,11.938,12.06,11.691,11.98,10.987065235806567,NaN,0.1572752649947373,0.27423311153318863,0.11695784653845134
2016-07-15T08:00:00Z,11.975,12.553,11.83,11.943,11.024552873618074,NaN,0.15227485419424464,0.3073014142812571,0.1550265600870125
2016-07-15T12:00:00Z,12,12.23,11.929,12.095,11.066531192299719,NaN,0.14944513144335772,0.34183297439120963,0.1923878429478519
2016-07-15T16:00:00Z,11.999,12.367,11.955,12.249,11.112902518091886,NaN,0.14791131229468146,0.37727698331620374,0.22936567102152228
2016-07-15T20:00:00Z,12.249,12.401,11.923,11.96,11.146122027186323,NaN,0.11866180088100586,0.3776929221227796,0.25903112124177374
2016-07-16T00:00:00Z,11.953,12.052,11.72,11.918,11.176391751610389,NaN,0.0890664469345882,0.37036417991000903,0.2812977329754208
2016-07-16T04:00:00Z,11.9,12.013,11.78,11.847,11.202690114292334,NaN,0.058752050247038556,0.35473779578421905,0.2959857455371805
2016-07-16T08:00:00Z,11.79,11.872,11.735,11.773,11.225055207849497,NaN,0.029250741467764296,0.33254917237188586,0.30329843090412156
2016-07-16T12:00:00Z,11.774,11.848,11.741,11.834,11.248935395776968,NaN,0.010354284050839269,0.31624128596767065,0.3058870019168314
2016-07-16T16:00:00Z,11.835,11.969,11.76,11.907,11.274741850844539,NaN,-0.0001624620015618916,0.305683924414879,0.3058463864164409
2016-07-16T20:00:00Z,11.894,11.97,11.67,11.72,11.292202954732987,NaN,-0.021467884415326932,0.27901153089728226,0.3004794153126092
2016-07-17T00:00:00Z,11.705,11.737,11.532,11.536,11.30176362317483,NaN,-0.048178192069990744,0.24025667522512073,0.2884348672951115
2016-07-17T04:00:00Z,11.536,11.54,11.234,11.45,11.307576814422877,NaN,-0.07051203972036763,0.20029481764465196,0.2708068573650196
2016-07-17T08:00:00Z,11.454,11.52,11.44,11.47,11.313946351112175,NaN,-0.08200664626109766,0.16829854953864753,0.2503051957997452
2016-07-17T12:00:00Z,11.482,11.606,11.4,11.402,11.317399435382287,NaN,-0.09153390487738156,0.13588781470301825,0.2274217195803998
2016-07-17T16:00:00Z,11.453,11.53,11.1,11.171,11.31165828105357,NaN,-0.10952228820643023,0.09051885932236203,0.20004114752879226
2016-07-17T20:00:00Z,11.132,11.498,11.021,11.255,11.30943638767892,NaN,-0.11151877225624446,0.060642682208486676,0.17216145446473113
2016-07-18T00:00:00Z,11.255,11.68,11.255,11.501,11.316948686201314,NaN,-0.09279454928112005,0.05616826786333107,0.14896281714445112
2016-07-18T04:00:00Z,11.447,11.701,11.431,11.623,11.328950698507144,NaN,-0.06976643604340632,0.0617547720901932,0.13152120813359952
2016-07-18T08:00:00Z,11.623,11.749,11.514,11.564,11.338168318173532,NaN,-0.05663988484833812,0.06072135207317686,0.11736123692151498
2016-07-18T12:00:00Z,11.564,11.6,11.35,11.38,11.339808776284373,NaN,-0.0582556706432803,0.04454164861741461,0.10279731926069491
2016-07-18T16:00:00Z,11.36,11.445,11.221,11.274,11.337228039959497,NaN,-0.06391641126061662,0.02290180518492413,0.08681821644554075
2016-07-18T20:00:00Z,11.313,11.313,11.009,11.084,11.327297528588536,NaN,-0.07703071115020144,-0.009470172492211049,0.06756053865799039
2016-07-19T00:00:00Z,11.083,11.256,11.041,11.172,11.3212074294282,NaN,-0.0762124052078966,-0.02770496785188037,0.04850743735601623
2016-07-19T04:00:00Z,11.21,11.45,11.191,11.312,11.320846353764349,NaN,-0.06321208679310011,-0.030507671135358905,0.0327044156577412
2016-07-19T08:00:00Z,11.311,11.37,11.12,11.145,11.31395041832261,NaN,-0.06270576679839002,-0.04567779284024631,0.017027973958143698
2016-07-19T12:00:00Z,11.12,11.313,11.07,11.24,11.311050401917802,NaN,-0.05319383804835995,-0.04946432360230624,0.0037295144460537093
2016-07-19T16:00:00Z,11.229,12.24,11.155,11.84,11.331793523411221,NaN,-0.00618683947608367,-0.004004034899050879,0.0021828045770327913
2016-07-19T20:00:00Z,11.84,12.04,11.541,11.658,11.34458593425784,NaN,0.011965845873243898,0.017140111918587664,0.0051742660453437655
2016-07-20T00:00:00Z,11.615,11.77,11.553,11.7,11.358523740757532,NaN,0.025349497045437278,0.03686113735214036,0.011511640306703085
2016-07-20T04:00:00Z,11.7,11.99,11.629,11.694,11.371679672492531,NaN,0.031921392382374736,0.0514133807846715,0.019491988402296767
2016-07-20T08:00:00Z,11.759,12.44,11.698,12.305,11.408280469649688,NaN,0.07318204477953469,0.11096954437671513,0.037787499597180446
2016-07-20T12:00:00Z,12.31,13.037,11.58,12.251,11.441328294369308,NaN,0.09141644336848234,0.15205805380778337,0.06064161043930103
2016-07-20T16:00:00Z,12.25,12.875,12.152,12.686,11.49013894949208,NaN,0.12526103589891752,0.21721790531294793,0.09195686941403042
2016-07-20T20:00:00Z,12.686,12.769,12.365,12.451,11.527819775002195,NaN,0.124072276109831,0.24704721455131917,0.12297493844148817
2016-07-21T00:00:00Z,12.451,12.59,12.362,12.409,11.56237586225701,NaN,0.11302162985047848,0.26425197575458625,0.15123034590410778
2016-07-21T04:00:00Z,12.366,12.549,12.211,12.549,11.601067004913597,NaN,0.10772625300375527,0.28588816215880186,0.1781619091550466
2016-07-21T08:00:00Z,12.524,12.55,12.253,12.29,11.628083985113063,NaN,0.0806069821466501,0.2789206368383592,0.1983136546917091
2016-07-21T12:00:00Z,12.3,12.497,12.028,12.171,11.649374809226277,NaN,0.0499813076307663,0.260790289230167,0.2108089815994007
2016-07-21T16:00:00Z,12.229,12.56,12.217,12.492,11.682418934354658,NaN,0.04672919026604086,0.26922046943195177,0.2224912791659109
2016-07-21T20:00:00Z,12.48,12.75,12.436,12.631,11.719618191830946,NaN,0.0490834494840873,0.28384559102102,0.23476214153693273
2016-07-22T00:00:00Z,12.631,12.725,12.53,12.65,11.756103752935616,NaN,0.047058272004158075,0.2935849815421303,0.24652670953797223
2016-07-22T04:00:00Z,12.674,12.84,12.53,12.603,11.789315370467552,NaN,0.03807509046289853,0.2941205726165954,0.2560454821536969
2016-07-22T08:00:00Z,12.66,13.924,12.659,13.527,11.857459865743333,NaN,0.08708185072931934,0.3648977955653461,0.27781594483602673
2016-07-22T12:00:00Z,13.528,14.202,13.409,13.8,11.933637910223988,NaN,0.12812279141797372,0.43796943410849387,0.30984664269052015
2016-07-22T16:00:00Z,13.85,15.146,13.74,14.987,12.053377600019125,NaN,0.22005680376214343,0.5849176473931994,0.364860843631056
2016-07-22T20:00:00Z,14.868,15.145,14.043,14.62,12.154029458841904,NaN,0.23939607107517624,0.6641059324750263,0.42470986139985
2016-07-23T00:00:00Z,14.601,14.85,14.351,14.508,12.246342029083399,NaN,0.22794843445011648,0.7096454044624956,0.4816969700123791
2016-07-23T04:00:00Z,14.598,14.598,13.9,14.525,12.335701165197776,NaN,0.20551720494745507,0.7385934761966979,0.5330762712492428
2016-07-23T08:00:00Z,14.541,14.7,14.402,14.52,12.421359943033156,NaN,0.17550515044712411,0.7524577093081479,0.5769525588610238
2016-07-23T12:00:00Z,14.52,14.685,14.071,14.115,12.487777200169111,NaN,0.11638778592673715,0.7224372912694452,0.6060495053427081
2016-07-23T16:00:00Z,14.12,14.514,13.99,14.374,12.561746721731106,NaN,0.08423646435228327,0.7113450857830621,0.6271086214307788
2016-07-23T20:00:00Z,14.39,14.444,14.22,14.26,12.628344889506357,NaN,0.04667638093621329,0.6854540976010455,0.6387777166648322
2016-07-24T00:00:00Z,14.25,14.439,14.12,14.31,12.694292148741402,NaN,0.01805486397299727,0.6613462966310788,0.6432914326580815
2016-07-24T04:00:00Z,14.318,14.4,13.11,13.706,12.733966966437817,NaN,-0.045241648316223904,0.5867393722628016,0.6319810205790255
2016-07-24T08:00:00Z,13.653,14.04,13.12,13.121,12.749144732459865,NaN,-0.12563801766227223,0.47493349850118527,0.6005715161634575
2016-07-24T12:00:00Z,13.124,13.366,12.805,13.047,12.760825331186929,NaN,-0.17964055493540076,0.37602082249420654,0.5556613774296073
2016-07-24T16:00:00Z,13.062,13.232,12.168,12.898,12.766204729963912,NaN,-0.21864593498398155,0.2823539586996304,0.500999893683612
2016-07-24T20:00:00Z,12.978,13.294,12.501,12.771,12.766392779769248,NaN,-0.24430433403460883,0.1956194761403509,0.43992381017495974
2016-07-25T00:00:00Z,12.771,13.489,12.685,13.312,12.787789141346925,NaN,-0.2170650298678306,0.16859252284017145,0.38565755270800206
2016-07-25T04:00:00Z,13.374,13.738,13.15,13.593,12.819366037764693,NaN,-0.17419625694021323,0.1679122315327355,0.3421084884729487
2016-07-25T08:00:00Z,13.525,13.62,13.134,13.199,12.834253644126862,NaN,-0.16645838227165932,0.1340355106333746,0.3004938929050339
2016-07-25T12:00:00Z,13.179,13.39,12.985,13.211,12.849028011023849,NaN,-0.1548561423754088,0.1069237149357729,0.2617798573111817
2016-07-25T16:00:00Z,13.22,13.3,13.104,13.276,12.865772010591542,NaN,-0.13770471715179927,0.08964896087143259,0.22735367802323186
2016-07-25T20:00:00Z,13.27,13.82,13.18,13.782,12.901702519980109,NaN,-0.0895168294734153,0.11545764118146273,0.20497447065487803
2016-07-26T00:00:00Z,13.782,13.86,13.45,13.612,12.929557323118145,NaN,-0.06733869088236116,0.12080110705192659,0.18813979793428776
2016-07-26T04:00:00Z,13.6,13.775,13.17,13.283,12.943417820250767,NaN,-0.07261910384852305,0.09736591812363393,0.16998502197215698
2016-07-26T08:00:00Z,13.258,13.525,12.51,12.805,12.93798967043701,NaN,-0.10417651527887481,0.03976437787356346,0.14394089315243827
2016-07-26T12:00:00Z,12.726,12.867,11.91,12.48,12.920029291204187,NaN,-0.14054800670803214,-0.0317441152326019,0.10880389147543024
2016-07-26T16:00:00Z,12.37,12.49,12.084,12.26,12.894145789588338,NaN,-0.17100902449637365,-0.10495738914503683,0.06605163535133682
2016-07-26T20:00:00Z,12.29,12.4,11.775,11.804,12.851394974310363,NaN,-0.2108398595272171,-0.19749818905768457,0.01334167046953253
2016-07-27T00:00:00Z,11.808,12.411,11.808,12.28,12.828987328258977,NaN,-0.19449690692604069,-0.22977946318801834,-0.03528255626197765
2016-07-27T04:00:00Z,12.326,12.599,12,12.379,12.811340766366468,NaN,-0.16741799855072495,-0.24455505445038384,-0.07713705589965889
2016-07-27T08:00:00Z,12.35,13.4,12.32,12.899,12.814778383371705,NaN,-0.10778070625789822,-0.21186293872203166,-0.10408223246413344
2016-07-27T12:00:00Z,12.87,12.959,12.65,12.871,12.816983152651245,NaN,-0.06558916083495761,-0.18606868350783046,-0.12047952267287285
2016-07-27T16:00:00Z,12.87,13.28,12.638,13.242,12.833650479998255,NaN,-0.010931283270959574,-0.13414362676157232,-0.12321234349061275
2016-07-27T20:00:00Z,13.218,13.252,12.952,13,12.840173990586559,NaN,0.00957968019181854,-0.11123774325083957,-0.12081742344265811
2016-07-28T00:00:00Z,13,13.015,12.7,12.85,12.840559324289046,NaN,0.013462191876430024,-0.10398968359712057,-0.1174518754735506
2016-07-28T04:00:00Z,12.802,12.93,12.7,12.715,12.835635429218888,NaN,0.00764536635393262,-0.10789516753113482,-0.11554053388506744
2016-07-28T08:00:00Z,12.71,12.772,12.57,12.721,12.831139922190696,NaN,0.005034977045017167,-0.10924681257879598,-0.11428178962381315
2016-07-28T12:00:00Z,12.721,12.788,12.54,12.645,12.823840317398904,NaN,-0.0006733634073870787,-0.11512349388304699,-0.11445013047565991
2016-07-28T16:00:00Z,12.649,13,12.62,12.899,12.82678775593228,NaN,0.013037164811100621,-0.09815367446178414,-0.11119083927288476
2016-07-28T20:00:00Z,12.87,12.989,12.793,12.834,12.827070589032974,NaN,0.017812786068125863,-0.08892485668772743,-0.10673764275585329
2016-07-29T00:00:00Z,12.87,12.87,12.66,12.769,12.824793311031682,NaN,0.01669723583938243,-0.08586609795662525,-0.10256333379600768
